gene_symbol	safety_gate	critical_tissue_flag	note
SNORD13	UNKNOWN	UNKNOWN	not in local safety table
SNORD13P1	UNKNOWN	UNKNOWN	not in local safety table
SNORD13P2	UNKNOWN	UNKNOWN	not in local safety table
SNORD13P3	UNKNOWN	UNKNOWN	not in local safety table
SNORD14A	UNKNOWN	UNKNOWN	not in local safety table
SNORD14C	UNKNOWN	UNKNOWN	not in local safety table
SNORD14E	UNKNOWN	UNKNOWN	not in local safety table
SNORD15A	UNKNOWN	UNKNOWN	not in local safety table
SNORD15B	UNKNOWN	UNKNOWN	not in local safety table
SNORD17	UNKNOWN	UNKNOWN	not in local safety table
SNORD19	UNKNOWN	UNKNOWN	not in local safety table
SNORD19C	UNKNOWN	UNKNOWN	not in local safety table
SNORD1A	UNKNOWN	UNKNOWN	not in local safety table
SNORD1B	UNKNOWN	UNKNOWN	not in local safety table
SNORD20	UNKNOWN	UNKNOWN	not in local safety table
SNORD21	UNKNOWN	UNKNOWN	not in local safety table
SNORD28	UNKNOWN	UNKNOWN	not in local safety table
SNORD30	UNKNOWN	UNKNOWN	not in local safety table
SNORD32A	UNKNOWN	UNKNOWN	not in local safety table
SNORD32B	UNKNOWN	UNKNOWN	not in local safety table
SNORD33	UNKNOWN	UNKNOWN	not in local safety table
SNORD34	UNKNOWN	UNKNOWN	not in local safety table
SNORD35A	UNKNOWN	UNKNOWN	not in local safety table
SNORD36B	UNKNOWN	UNKNOWN	not in local safety table
SNORD36C	UNKNOWN	UNKNOWN	not in local safety table
SNORD37	UNKNOWN	UNKNOWN	not in local safety table
SNORD38A	UNKNOWN	UNKNOWN	not in local safety table
SNORD38B	UNKNOWN	UNKNOWN	not in local safety table
SNORD41	UNKNOWN	UNKNOWN	not in local safety table
SNORD42A	UNKNOWN	UNKNOWN	not in local safety table
SNORD42B	UNKNOWN	UNKNOWN	not in local safety table
SNORD43	UNKNOWN	UNKNOWN	not in local safety table
SNORD44	UNKNOWN	UNKNOWN	not in local safety table
SNORD45A	UNKNOWN	UNKNOWN	not in local safety table
SNORD45B	UNKNOWN	UNKNOWN	not in local safety table
SNORD45C	UNKNOWN	UNKNOWN	not in local safety table
SNORD46	UNKNOWN	UNKNOWN	not in local safety table
SNORD48	UNKNOWN	UNKNOWN	not in local safety table
SNORD49A	UNKNOWN	UNKNOWN	not in local safety table
SNORD4A	UNKNOWN	UNKNOWN	not in local safety table
SNORD4B	UNKNOWN	UNKNOWN	not in local safety table
SNORD50A	UNKNOWN	UNKNOWN	not in local safety table
SNORD50B	UNKNOWN	UNKNOWN	not in local safety table
SNORD51	UNKNOWN	UNKNOWN	not in local safety table
SNORD52	UNKNOWN	UNKNOWN	not in local safety table
SNORD53	UNKNOWN	UNKNOWN	not in local safety table
SNORD53B	UNKNOWN	UNKNOWN	not in local safety table
SNORD54	UNKNOWN	UNKNOWN	not in local safety table
SNORD55	UNKNOWN	UNKNOWN	not in local safety table
SNORD56B	UNKNOWN	UNKNOWN	not in local safety table
SNORD57	UNKNOWN	UNKNOWN	not in local safety table
SNORD58A	UNKNOWN	UNKNOWN	not in local safety table
SNORD59A	UNKNOWN	UNKNOWN	not in local safety table
SNORD59B	UNKNOWN	UNKNOWN	not in local safety table
SNORD6	UNKNOWN	UNKNOWN	not in local safety table
SNORD60	UNKNOWN	UNKNOWN	not in local safety table
SNORD61	UNKNOWN	UNKNOWN	not in local safety table
SNORD62A	UNKNOWN	UNKNOWN	not in local safety table
SNORD62B	UNKNOWN	UNKNOWN	not in local safety table
SNORD63	UNKNOWN	UNKNOWN	not in local safety table
SNORD66	UNKNOWN	UNKNOWN	not in local safety table
SNORD67	UNKNOWN	UNKNOWN	not in local safety table
SNORD69	UNKNOWN	UNKNOWN	not in local safety table
SNORD7	UNKNOWN	UNKNOWN	not in local safety table
SNORD70	UNKNOWN	UNKNOWN	not in local safety table
SNORD71	UNKNOWN	UNKNOWN	not in local safety table
SNORD72	UNKNOWN	UNKNOWN	not in local safety table
SNORD73B	UNKNOWN	UNKNOWN	not in local safety table
SNORD74	UNKNOWN	UNKNOWN	not in local safety table
SNORD75	UNKNOWN	UNKNOWN	not in local safety table
SNORD77	UNKNOWN	UNKNOWN	not in local safety table
SNORD78	UNKNOWN	UNKNOWN	not in local safety table
SNORD79	UNKNOWN	UNKNOWN	not in local safety table
SNORD8	UNKNOWN	UNKNOWN	not in local safety table
SNORD81	UNKNOWN	UNKNOWN	not in local safety table
SNORD82	UNKNOWN	UNKNOWN	not in local safety table
SNORD83A	UNKNOWN	UNKNOWN	not in local safety table
SNORD83B	UNKNOWN	UNKNOWN	not in local safety table
SNORD88A	UNKNOWN	UNKNOWN	not in local safety table
SNORD89	UNKNOWN	UNKNOWN	not in local safety table
SNORD9	UNKNOWN	UNKNOWN	not in local safety table
SNORD90	UNKNOWN	UNKNOWN	not in local safety table
SNORD92	UNKNOWN	UNKNOWN	not in local safety table
SNORD93	UNKNOWN	UNKNOWN	not in local safety table
SNORD94	UNKNOWN	UNKNOWN	not in local safety table
SNORD95	UNKNOWN	UNKNOWN	not in local safety table
SNORD96A	UNKNOWN	UNKNOWN	not in local safety table
SNORD96B	UNKNOWN	UNKNOWN	not in local safety table
SNORD98	UNKNOWN	UNKNOWN	not in local safety table
SNORD99	UNKNOWN	UNKNOWN	not in local safety table
SNPH	UNKNOWN	UNKNOWN	not in local safety table
SNRK	UNKNOWN	UNKNOWN	not in local safety table
SNRNP200	UNKNOWN	UNKNOWN	not in local safety table
SNRNP25	UNKNOWN	UNKNOWN	not in local safety table
SNRNP27	UNKNOWN	UNKNOWN	not in local safety table
SNRNP35	UNKNOWN	UNKNOWN	not in local safety table
SNRNP40	UNKNOWN	UNKNOWN	not in local safety table
SNRNP48	UNKNOWN	UNKNOWN	not in local safety table
SNRNP70	UNKNOWN	UNKNOWN	not in local safety table
SNRPA	UNKNOWN	UNKNOWN	not in local safety table
SNRPA1	UNKNOWN	UNKNOWN	not in local safety table
SNRPA1-DT	UNKNOWN	UNKNOWN	not in local safety table
SNRPB	UNKNOWN	UNKNOWN	not in local safety table
SNRPB2	UNKNOWN	UNKNOWN	not in local safety table
SNRPC	UNKNOWN	UNKNOWN	not in local safety table
SNRPCP10	UNKNOWN	UNKNOWN	not in local safety table
SNRPD1	UNKNOWN	UNKNOWN	not in local safety table
SNRPD2	UNKNOWN	UNKNOWN	not in local safety table
SNRPD2P2	UNKNOWN	UNKNOWN	not in local safety table
SNRPD3	UNKNOWN	UNKNOWN	not in local safety table
SNRPE	UNKNOWN	UNKNOWN	not in local safety table
SNRPF	UNKNOWN	UNKNOWN	not in local safety table
SNRPG	UNKNOWN	UNKNOWN	not in local safety table
SNRPN	UNKNOWN	UNKNOWN	not in local safety table
SNTA1	UNKNOWN	UNKNOWN	not in local safety table
SNTB1	UNKNOWN	UNKNOWN	not in local safety table
SNTB2	UNKNOWN	UNKNOWN	not in local safety table
SNTG1	UNKNOWN	UNKNOWN	not in local safety table
SNTG2	UNKNOWN	UNKNOWN	not in local safety table
SNTN	UNKNOWN	UNKNOWN	not in local safety table
SNU13	UNKNOWN	UNKNOWN	not in local safety table
SNUPN	UNKNOWN	UNKNOWN	not in local safety table
SNURF	UNKNOWN	UNKNOWN	not in local safety table
SNW1	UNKNOWN	UNKNOWN	not in local safety table
SNX1	UNKNOWN	UNKNOWN	not in local safety table
SNX10	UNKNOWN	UNKNOWN	not in local safety table
SNX10-AS1	UNKNOWN	UNKNOWN	not in local safety table
SNX11	UNKNOWN	UNKNOWN	not in local safety table
SNX12	UNKNOWN	UNKNOWN	not in local safety table
SNX13	UNKNOWN	UNKNOWN	not in local safety table
SNX14	UNKNOWN	UNKNOWN	not in local safety table
SNX15	UNKNOWN	UNKNOWN	not in local safety table
SNX16	UNKNOWN	UNKNOWN	not in local safety table
SNX17	UNKNOWN	UNKNOWN	not in local safety table
SNX18	UNKNOWN	UNKNOWN	not in local safety table
SNX19	UNKNOWN	UNKNOWN	not in local safety table
SNX2	UNKNOWN	UNKNOWN	not in local safety table
SNX20	UNKNOWN	UNKNOWN	not in local safety table
SNX21	UNKNOWN	UNKNOWN	not in local safety table
SNX22	UNKNOWN	UNKNOWN	not in local safety table
SNX24	UNKNOWN	UNKNOWN	not in local safety table
SNX25	UNKNOWN	UNKNOWN	not in local safety table
SNX25P1	UNKNOWN	UNKNOWN	not in local safety table
SNX27	UNKNOWN	UNKNOWN	not in local safety table
SNX29	UNKNOWN	UNKNOWN	not in local safety table
SNX29P2	UNKNOWN	UNKNOWN	not in local safety table
SNX3	UNKNOWN	UNKNOWN	not in local safety table
SNX30	UNKNOWN	UNKNOWN	not in local safety table
SNX30-DT	UNKNOWN	UNKNOWN	not in local safety table
SNX31	UNKNOWN	UNKNOWN	not in local safety table
SNX32	UNKNOWN	UNKNOWN	not in local safety table
SNX33	UNKNOWN	UNKNOWN	not in local safety table
SNX4	UNKNOWN	UNKNOWN	not in local safety table
SNX5	UNKNOWN	UNKNOWN	not in local safety table
SNX5P1	UNKNOWN	UNKNOWN	not in local safety table
SNX6	UNKNOWN	UNKNOWN	not in local safety table
SNX7	UNKNOWN	UNKNOWN	not in local safety table
SNX8	UNKNOWN	UNKNOWN	not in local safety table
SNX9	UNKNOWN	UNKNOWN	not in local safety table
SOAT1	UNKNOWN	UNKNOWN	not in local safety table
SOAT2	UNKNOWN	UNKNOWN	not in local safety table
SOBP	UNKNOWN	UNKNOWN	not in local safety table
SOCS1	UNKNOWN	UNKNOWN	not in local safety table
SOCS2	UNKNOWN	UNKNOWN	not in local safety table
SOCS2-AS1	UNKNOWN	UNKNOWN	not in local safety table
SOCS3	UNKNOWN	UNKNOWN	not in local safety table
SOCS3-DT	UNKNOWN	UNKNOWN	not in local safety table
SOCS4	UNKNOWN	UNKNOWN	not in local safety table
SOCS5	UNKNOWN	UNKNOWN	not in local safety table
SOCS6	UNKNOWN	UNKNOWN	not in local safety table
SOCS7	UNKNOWN	UNKNOWN	not in local safety table
SOD1	UNKNOWN	UNKNOWN	not in local safety table
SOD2	UNKNOWN	UNKNOWN	not in local safety table
SOD3	UNKNOWN	UNKNOWN	not in local safety table
SOGA1	UNKNOWN	UNKNOWN	not in local safety table
SOHLH1	UNKNOWN	UNKNOWN	not in local safety table
SON	UNKNOWN	UNKNOWN	not in local safety table
SORBS1	UNKNOWN	UNKNOWN	not in local safety table
SORBS2	UNKNOWN	UNKNOWN	not in local safety table
SORBS3	UNKNOWN	UNKNOWN	not in local safety table
SORCS1	UNKNOWN	UNKNOWN	not in local safety table
SORCS2	UNKNOWN	UNKNOWN	not in local safety table
SORCS3	UNKNOWN	UNKNOWN	not in local safety table
SORD	UNKNOWN	UNKNOWN	not in local safety table
SORD2P	UNKNOWN	UNKNOWN	not in local safety table
SORL1	UNKNOWN	UNKNOWN	not in local safety table
SORT1	UNKNOWN	UNKNOWN	not in local safety table
SOS1	UNKNOWN	UNKNOWN	not in local safety table
SOS2	UNKNOWN	UNKNOWN	not in local safety table
SOST	UNKNOWN	UNKNOWN	not in local safety table
SOSTDC1	UNKNOWN	UNKNOWN	not in local safety table
SOWAHA	UNKNOWN	UNKNOWN	not in local safety table
SOWAHB	UNKNOWN	UNKNOWN	not in local safety table
SOWAHC	UNKNOWN	UNKNOWN	not in local safety table
SOWAHD	UNKNOWN	UNKNOWN	not in local safety table
SOX1	UNKNOWN	UNKNOWN	not in local safety table
SOX10	UNKNOWN	UNKNOWN	not in local safety table
SOX11	UNKNOWN	UNKNOWN	not in local safety table
SOX12	UNKNOWN	UNKNOWN	not in local safety table
SOX13	UNKNOWN	UNKNOWN	not in local safety table
SOX14	UNKNOWN	UNKNOWN	not in local safety table
SOX15	UNKNOWN	UNKNOWN	not in local safety table
SOX17	UNKNOWN	UNKNOWN	not in local safety table
SOX18	UNKNOWN	UNKNOWN	not in local safety table
SOX2	UNKNOWN	UNKNOWN	not in local safety table
SOX2-OT	UNKNOWN	UNKNOWN	not in local safety table
SOX21	UNKNOWN	UNKNOWN	not in local safety table
SOX3	UNKNOWN	UNKNOWN	not in local safety table
SOX30	UNKNOWN	UNKNOWN	not in local safety table
SOX4	UNKNOWN	UNKNOWN	not in local safety table
SOX5	UNKNOWN	UNKNOWN	not in local safety table
SOX6	UNKNOWN	UNKNOWN	not in local safety table
SOX7	UNKNOWN	UNKNOWN	not in local safety table
SOX7-AS1	UNKNOWN	UNKNOWN	not in local safety table
SOX8	UNKNOWN	UNKNOWN	not in local safety table
SOX9	UNKNOWN	UNKNOWN	not in local safety table
SP1	UNKNOWN	UNKNOWN	not in local safety table
SP100	UNKNOWN	UNKNOWN	not in local safety table
SP110	UNKNOWN	UNKNOWN	not in local safety table
SP140	UNKNOWN	UNKNOWN	not in local safety table
SP140L	UNKNOWN	UNKNOWN	not in local safety table
SP2	UNKNOWN	UNKNOWN	not in local safety table
SP3	UNKNOWN	UNKNOWN	not in local safety table
SP3P	UNKNOWN	UNKNOWN	not in local safety table
SP4	UNKNOWN	UNKNOWN	not in local safety table
SP5	UNKNOWN	UNKNOWN	not in local safety table
SP6	UNKNOWN	UNKNOWN	not in local safety table
SP7	UNKNOWN	UNKNOWN	not in local safety table
SP8	UNKNOWN	UNKNOWN	not in local safety table
SPA17	UNKNOWN	UNKNOWN	not in local safety table
SPAAR	UNKNOWN	UNKNOWN	not in local safety table
SPACA1	UNKNOWN	UNKNOWN	not in local safety table
SPACA3	UNKNOWN	UNKNOWN	not in local safety table
SPACA4	UNKNOWN	UNKNOWN	not in local safety table
SPACA6	UNKNOWN	UNKNOWN	not in local safety table
SPACA6-AS1	UNKNOWN	UNKNOWN	not in local safety table
SPACA7	UNKNOWN	UNKNOWN	not in local safety table
SPACA9	UNKNOWN	UNKNOWN	not in local safety table
SPACDR	UNKNOWN	UNKNOWN	not in local safety table
SPAG1	UNKNOWN	UNKNOWN	not in local safety table
SPAG16	UNKNOWN	UNKNOWN	not in local safety table
SPAG17	UNKNOWN	UNKNOWN	not in local safety table
SPAG4	UNKNOWN	UNKNOWN	not in local safety table
SPAG5	UNKNOWN	UNKNOWN	not in local safety table
SPAG6	UNKNOWN	UNKNOWN	not in local safety table
SPAG7	UNKNOWN	UNKNOWN	not in local safety table
SPAG8	UNKNOWN	UNKNOWN	not in local safety table
SPAG9	UNKNOWN	UNKNOWN	not in local safety table
SPAM1	UNKNOWN	UNKNOWN	not in local safety table
SPANXA2	UNKNOWN	UNKNOWN	not in local safety table
SPANXA2-OT1	UNKNOWN	UNKNOWN	not in local safety table
SPANXB1	UNKNOWN	UNKNOWN	not in local safety table
SPANXC	UNKNOWN	UNKNOWN	not in local safety table
SPANXN1	UNKNOWN	UNKNOWN	not in local safety table
SPANXN3	UNKNOWN	UNKNOWN	not in local safety table
SPANXN4	UNKNOWN	UNKNOWN	not in local safety table
SPANXN5	UNKNOWN	UNKNOWN	not in local safety table
SPARC	UNKNOWN	UNKNOWN	not in local safety table
SPARCL1	UNKNOWN	UNKNOWN	not in local safety table
SPART	UNKNOWN	UNKNOWN	not in local safety table
SPART-AS1	UNKNOWN	UNKNOWN	not in local safety table
SPAST	UNKNOWN	UNKNOWN	not in local safety table
SPATA1	UNKNOWN	UNKNOWN	not in local safety table
SPATA12	UNKNOWN	UNKNOWN	not in local safety table
SPATA13	UNKNOWN	UNKNOWN	not in local safety table
SPATA16	UNKNOWN	UNKNOWN	not in local safety table
SPATA17	UNKNOWN	UNKNOWN	not in local safety table
SPATA18	UNKNOWN	UNKNOWN	not in local safety table
SPATA19	UNKNOWN	UNKNOWN	not in local safety table
SPATA2	UNKNOWN	UNKNOWN	not in local safety table
SPATA20	UNKNOWN	UNKNOWN	not in local safety table
SPATA21	UNKNOWN	UNKNOWN	not in local safety table
SPATA22	UNKNOWN	UNKNOWN	not in local safety table
SPATA24	UNKNOWN	UNKNOWN	not in local safety table
SPATA25	UNKNOWN	UNKNOWN	not in local safety table
SPATA2L	UNKNOWN	UNKNOWN	not in local safety table
SPATA3	UNKNOWN	UNKNOWN	not in local safety table
SPATA31A3	UNKNOWN	UNKNOWN	not in local safety table
SPATA31C1	UNKNOWN	UNKNOWN	not in local safety table
SPATA31D1	UNKNOWN	UNKNOWN	not in local safety table
SPATA31D5P	UNKNOWN	UNKNOWN	not in local safety table
SPATA31E1	UNKNOWN	UNKNOWN	not in local safety table
SPATA31H1	UNKNOWN	UNKNOWN	not in local safety table
SPATA32	UNKNOWN	UNKNOWN	not in local safety table
SPATA33	UNKNOWN	UNKNOWN	not in local safety table
SPATA4	UNKNOWN	UNKNOWN	not in local safety table
SPATA41	UNKNOWN	UNKNOWN	not in local safety table
SPATA42	UNKNOWN	UNKNOWN	not in local safety table
SPATA45	UNKNOWN	UNKNOWN	not in local safety table
SPATA5	UNKNOWN	UNKNOWN	not in local safety table
SPATA5L1	UNKNOWN	UNKNOWN	not in local safety table
SPATA6	UNKNOWN	UNKNOWN	not in local safety table
SPATA6L	UNKNOWN	UNKNOWN	not in local safety table
SPATA7	UNKNOWN	UNKNOWN	not in local safety table
SPATA8	UNKNOWN	UNKNOWN	not in local safety table
SPATA9	UNKNOWN	UNKNOWN	not in local safety table
SPATC1	UNKNOWN	UNKNOWN	not in local safety table
SPATC1L	UNKNOWN	UNKNOWN	not in local safety table
SPATS1	UNKNOWN	UNKNOWN	not in local safety table
SPATS2	UNKNOWN	UNKNOWN	not in local safety table
SPATS2L	UNKNOWN	UNKNOWN	not in local safety table
SPC24	UNKNOWN	UNKNOWN	not in local safety table
SPC25	UNKNOWN	UNKNOWN	not in local safety table
SPCS1	UNKNOWN	UNKNOWN	not in local safety table
SPCS2	UNKNOWN	UNKNOWN	not in local safety table
SPCS3	UNKNOWN	UNKNOWN	not in local safety table
SPCS3-AS1	UNKNOWN	UNKNOWN	not in local safety table
SPDEF	UNKNOWN	UNKNOWN	not in local safety table
SPDL1	UNKNOWN	UNKNOWN	not in local safety table
SPDYA	UNKNOWN	UNKNOWN	not in local safety table
SPDYC	UNKNOWN	UNKNOWN	not in local safety table
SPDYE16	UNKNOWN	UNKNOWN	not in local safety table
SPDYE18	UNKNOWN	UNKNOWN	not in local safety table
SPDYE21	UNKNOWN	UNKNOWN	not in local safety table
SPDYE3	UNKNOWN	UNKNOWN	not in local safety table
SPDYE4	UNKNOWN	UNKNOWN	not in local safety table
SPDYE5	UNKNOWN	UNKNOWN	not in local safety table
SPDYE7P	UNKNOWN	UNKNOWN	not in local safety table
SPECC1	UNKNOWN	UNKNOWN	not in local safety table
SPECC1L	UNKNOWN	UNKNOWN	not in local safety table
SPECC1L-ADORA2A	UNKNOWN	UNKNOWN	not in local safety table
SPEF1	UNKNOWN	UNKNOWN	not in local safety table
SPEF2	UNKNOWN	UNKNOWN	not in local safety table
SPEG	UNKNOWN	UNKNOWN	not in local safety table
SPEM1	UNKNOWN	UNKNOWN	not in local safety table
SPEM2	UNKNOWN	UNKNOWN	not in local safety table
SPEM3	UNKNOWN	UNKNOWN	not in local safety table
SPEN	UNKNOWN	UNKNOWN	not in local safety table
SPEN-AS1	UNKNOWN	UNKNOWN	not in local safety table
SPERT	UNKNOWN	UNKNOWN	not in local safety table
SPESP1	UNKNOWN	UNKNOWN	not in local safety table
SPG11	UNKNOWN	UNKNOWN	not in local safety table
SPG20	UNKNOWN	UNKNOWN	not in local safety table
SPG20-AS1	UNKNOWN	UNKNOWN	not in local safety table
SPG21	UNKNOWN	UNKNOWN	not in local safety table
SPG7	UNKNOWN	UNKNOWN	not in local safety table
SPHK1	UNKNOWN	UNKNOWN	not in local safety table
SPHK2	UNKNOWN	UNKNOWN	not in local safety table
SPHKAP	UNKNOWN	UNKNOWN	not in local safety table
SPI1	UNKNOWN	UNKNOWN	not in local safety table
SPIB	UNKNOWN	UNKNOWN	not in local safety table
SPICE1	UNKNOWN	UNKNOWN	not in local safety table
SPIDR	UNKNOWN	UNKNOWN	not in local safety table
SPIN1	UNKNOWN	UNKNOWN	not in local safety table
SPIN2A	UNKNOWN	UNKNOWN	not in local safety table
SPIN2B	UNKNOWN	UNKNOWN	not in local safety table
SPIN3	UNKNOWN	UNKNOWN	not in local safety table
SPIN4	UNKNOWN	UNKNOWN	not in local safety table
SPINDOC	UNKNOWN	UNKNOWN	not in local safety table
SPINK1	UNKNOWN	UNKNOWN	not in local safety table
SPINK13	UNKNOWN	UNKNOWN	not in local safety table
SPINK14	UNKNOWN	UNKNOWN	not in local safety table
SPINK2	UNKNOWN	UNKNOWN	not in local safety table
SPINK4	UNKNOWN	UNKNOWN	not in local safety table
SPINK5	UNKNOWN	UNKNOWN	not in local safety table
SPINK6	UNKNOWN	UNKNOWN	not in local safety table
SPINK7	UNKNOWN	UNKNOWN	not in local safety table
SPINK9	UNKNOWN	UNKNOWN	not in local safety table
SPINT1	UNKNOWN	UNKNOWN	not in local safety table
SPINT2	UNKNOWN	UNKNOWN	not in local safety table
SPINT3	UNKNOWN	UNKNOWN	not in local safety table
SPINT4	UNKNOWN	UNKNOWN	not in local safety table
SPIRE1	UNKNOWN	UNKNOWN	not in local safety table
SPIRE2	UNKNOWN	UNKNOWN	not in local safety table
SPMAP1	UNKNOWN	UNKNOWN	not in local safety table
SPMAP2L	UNKNOWN	UNKNOWN	not in local safety table
SPMIP1	UNKNOWN	UNKNOWN	not in local safety table
SPMIP4	UNKNOWN	UNKNOWN	not in local safety table
SPMIP6	UNKNOWN	UNKNOWN	not in local safety table
SPMIP8	UNKNOWN	UNKNOWN	not in local safety table
SPN	UNKNOWN	UNKNOWN	not in local safety table
SPNS1	UNKNOWN	UNKNOWN	not in local safety table
SPNS2	UNKNOWN	UNKNOWN	not in local safety table
SPNS3	UNKNOWN	UNKNOWN	not in local safety table
SPO11	UNKNOWN	UNKNOWN	not in local safety table
SPOCD1	UNKNOWN	UNKNOWN	not in local safety table
SPOCK1	UNKNOWN	UNKNOWN	not in local safety table
SPOCK2	UNKNOWN	UNKNOWN	not in local safety table
SPOCK3	UNKNOWN	UNKNOWN	not in local safety table
SPON1	UNKNOWN	UNKNOWN	not in local safety table
SPON2	UNKNOWN	UNKNOWN	not in local safety table
SPOP	UNKNOWN	UNKNOWN	not in local safety table
SPOPL	UNKNOWN	UNKNOWN	not in local safety table
SPOUT1	UNKNOWN	UNKNOWN	not in local safety table
SPP1	UNKNOWN	UNKNOWN	not in local safety table
SPP2	UNKNOWN	UNKNOWN	not in local safety table
SPPL2A	UNKNOWN	UNKNOWN	not in local safety table
SPPL2B	UNKNOWN	UNKNOWN	not in local safety table
SPPL2C	UNKNOWN	UNKNOWN	not in local safety table
SPPL3	UNKNOWN	UNKNOWN	not in local safety table
SPR	UNKNOWN	UNKNOWN	not in local safety table
SPRED1	UNKNOWN	UNKNOWN	not in local safety table
SPRED2	UNKNOWN	UNKNOWN	not in local safety table
SPRED3	UNKNOWN	UNKNOWN	not in local safety table
SPRING1	UNKNOWN	UNKNOWN	not in local safety table
SPRN	UNKNOWN	UNKNOWN	not in local safety table
SPRNP1	UNKNOWN	UNKNOWN	not in local safety table
SPRR1A	UNKNOWN	UNKNOWN	not in local safety table
SPRR1B	UNKNOWN	UNKNOWN	not in local safety table
SPRR2A	UNKNOWN	UNKNOWN	not in local safety table
SPRR2B	UNKNOWN	UNKNOWN	not in local safety table
SPRR2D	UNKNOWN	UNKNOWN	not in local safety table
SPRR2E	UNKNOWN	UNKNOWN	not in local safety table
SPRR2F	UNKNOWN	UNKNOWN	not in local safety table
SPRR2G	UNKNOWN	UNKNOWN	not in local safety table
SPRR3	UNKNOWN	UNKNOWN	not in local safety table
SPRR4	UNKNOWN	UNKNOWN	not in local safety table
SPRTN	UNKNOWN	UNKNOWN	not in local safety table
SPRY1	UNKNOWN	UNKNOWN	not in local safety table
SPRY2	UNKNOWN	UNKNOWN	not in local safety table
SPRY3	UNKNOWN	UNKNOWN	not in local safety table
SPRY4	UNKNOWN	UNKNOWN	not in local safety table
SPRYD3	UNKNOWN	UNKNOWN	not in local safety table
SPRYD4	UNKNOWN	UNKNOWN	not in local safety table
SPRYD7	UNKNOWN	UNKNOWN	not in local safety table
SPSB1	UNKNOWN	UNKNOWN	not in local safety table
SPSB2	UNKNOWN	UNKNOWN	not in local safety table
SPSB3	UNKNOWN	UNKNOWN	not in local safety table
SPSB4	UNKNOWN	UNKNOWN	not in local safety table
SPTA1	UNKNOWN	UNKNOWN	not in local safety table
SPTAN1	UNKNOWN	UNKNOWN	not in local safety table
SPTB	UNKNOWN	UNKNOWN	not in local safety table
SPTBN1	UNKNOWN	UNKNOWN	not in local safety table
SPTBN2	UNKNOWN	UNKNOWN	not in local safety table
SPTBN4	UNKNOWN	UNKNOWN	not in local safety table
SPTBN5	UNKNOWN	UNKNOWN	not in local safety table
SPTLC1	UNKNOWN	UNKNOWN	not in local safety table
SPTLC1P1	UNKNOWN	UNKNOWN	not in local safety table
SPTLC2	UNKNOWN	UNKNOWN	not in local safety table
SPTLC3	UNKNOWN	UNKNOWN	not in local safety table
SPTSSA	UNKNOWN	UNKNOWN	not in local safety table
SPTSSB	UNKNOWN	UNKNOWN	not in local safety table
SPTY2D1	UNKNOWN	UNKNOWN	not in local safety table
SPX	UNKNOWN	UNKNOWN	not in local safety table
SPZ1	UNKNOWN	UNKNOWN	not in local safety table
SQLE	UNKNOWN	UNKNOWN	not in local safety table
SQLE-DT	UNKNOWN	UNKNOWN	not in local safety table
SQOR	UNKNOWN	UNKNOWN	not in local safety table
SQRDL	UNKNOWN	UNKNOWN	not in local safety table
SQSTM1	UNKNOWN	UNKNOWN	not in local safety table
