gene_symbol	GSM9336110	GSM9336111	GSM9336112	GSM9336113	GSM9336114	GSM9336115
ANXA2R-OT1	2	10	12	6	24	4
ANXA3	750	1133	1166	3287	2443	3048
ANXA4	1810	2213	2473	4574	4047	4549
ANXA5	26306	35217	40421	38050	29290	32266
ANXA6	14884	21167	22277	27888	22838	23255
ANXA7	2507	3361	3769	4177	3538	3808
ANXA8L1	0	2	0	0	0	0
ANXA9	0	0	2	0	0	0
AOAH	2	0	0	0	0	2
AOC2	10	38	20	18	14	10
AOC3	0	0	2	8	2	2
AOPEP	204	228	348	223	124	131
AOX1	18	4	20	526	504	636
AP1AR	103	208	199	158	141	122
AP1B1	5519	7206	7516	7980	6669	6654
AP1G1	2808	3573	4056	3890	3400	3697
AP1G2	156	224	212	322	234	300
AP1G2-AS1	59	32	79	22	40	57
AP1M1	2196	3030	3331	5932	4594	5175
AP1S1	1322	1853	1675	2719	2411	2896
AP1S2	816	1144	1253	1035	821	908
AP1S3	2	4	0	4	1	4
AP2A1	5157	6863	7069	9599	7107	8323
AP2A2	5212	6265	6534	7245	5765	6702
AP2B1	11516	14023	17531	14406	11896	14844
AP2B1P1	0	0	2	0	0	4
AP2M1	12114	15315	16203	13286	10648	13157
AP2S1	2345	3238	3492	4720	3834	4176
AP3B1	3380	4473	4991	4886	4614	4956
AP3B2	0	0	0	2	0	0
AP3D1	8407	11485	11611	16289	14106	14061
AP3M1	1559	2135	2288	2378	1966	1880
AP3M2	219	388	503	242	217	298
AP3S1	1092	1445	1526	1856	1367	1481
AP3S2	41	49	56	54	42	49
AP4B1	653	862	995	599	523	599
AP4B1-AS1	0	2	0	0	0	0
AP4E1	293	362	470	522	382	576
AP4M1	1195	1893	1895	2260	1656	2092
AP4S1	83	78	101	28	52	24
AP5B1	182	314	246	286	198	228
AP5M1	552	744	867	661	519	668
AP5S1	46	85	48	63	57	84
AP5Z1	422	579	665	728	658	693
APAF1	1437	2088	2325	2011	1989	2311
APBA1	62	66	84	110	83	89
APBA2	2101	2941	2718	2118	1737	2188
APBA3	246	310	306	546	379	417
APBB1	1336	1737	1815	2382	1920	1722
APBB2	5875	7194	8404	7489	7372	7177
APBB3	50	79	77	57	87	63
APC	2684	4033	4135	4092	3766	4500
APC2	4	0	0	12	28	33
APCDD1	16	56	26	8	2	10
APCDD1L	19	10	9	0	4	0
APCDD1L-DT	0	0	1	0	0	0
APEH	2093	2998	3273	1837	1494	2142
APEX1	6646	8851	10044	4637	3489	4735
APEX2	433	572	611	638	412	539
APH1A	2260	3112	3066	3507	2778	2974
APH1B	190	196	239	232	194	292
API5	1764	2407	2700	1985	1857	2161
APIP	260	377	454	294	227	204
APLF	88	132	133	123	106	83
APLN	5065	6656	7038	4604	4003	3895
APLNR	2	0	4	16	24	22
APLP1	192	234	216	866	731	954
APLP2	39936	47721	54213	81691	68478	84304
APMAP	2579	3319	3535	4529	3862	4046
APOB	2	18	12	78	55	66
APOBEC3A	0	2	1	0	0	0
APOBEC3B	247	365	344	88	100	120
APOBEC3C	185	246	181	798	656	943
APOBEC3D	2	10	9	17	18	13
APOBEC3F	162	242	233	140	183	159
APOBEC3G	10	6	16	37	32	68
APOBEC3H	6	2	2	0	0	2
APOBR	0	0	0	0	0	2
APOC1	8	1	9	9	10	12
APOD	74	82	112	34	32	30
APOE	4	16	20	2	28	1
APOL1	116	159	174	353	266	273
APOL2	707	939	1047	1483	1332	1254
APOL3	310	383	394	244	377	329
APOL4	18	26	26	12	16	24
APOL6	26	30	42	72	90	78
APOLD1	39	53	29	83	84	94
APOLTP	10	18	18	0	6	12
APOM	20	14	20	7	4	7
APOO	310	340	457	376	304	352
APOOL	286	386	420	313	268	328
APP	84328	105836	119897	192086	172019	181756
APPBP2	649	873	1110	937	843	1005
APPL1	865	1178	1260	714	705	771
APPL2	500	707	659	719	693	777
APRG1	3	14	2	8	0	14
APRT	2952	4309	4182	5416	4275	4343
APTR	4	6	10	1	0	2
APTX	845	1129	1330	846	654	692
AQP1	35	54	50	1	7	6
AQP10	0	0	0	26	26	16
AQP11	4	11	8	0	2	16
AQP2	0	0	6	0	0	0
AQP3	0	6	20	14	8	16
AQP5	2	0	4	0	0	0
AQP7	0	4	0	0	0	0
AQP7P2	0	2	0	8	0	4
AQR	2046	2918	3184	2745	2148	2663
AR	417	428	571	74	26	98
ARAF	1238	1678	1638	1754	1100	1397
ARAP1	1857	2708	2653	2878	2668	2977
ARAP1-AS2	0	0	2	0	0	0
ARAP2	0	4	6	0	2	0
ARAP3	3291	4473	4501	3972	3368	3550
ARB2A	349	547	506	409	344	404
ARC	0	2	6	0	0	0
ARCN1	4690	6253	7319	7058	6123	7227
AREG	0	22	32	146	60	62
AREL1	1338	1730	1961	1564	1166	1367
ARF1	3081	3954	3865	3254	2830	3228
ARF3	357	485	328	200	250	212
ARF4	5004	6585	7034	5945	4798	5116
ARF4-AS1	406	506	638	286	354	465
ARF5	1441	1769	1774	1701	1634	2111
ARF6	876	1278	1318	1166	1020	1216
ARFGAP1	2170	2585	2745	3557	2868	3174
ARFGAP2	1067	1568	1421	1382	1309	1219
ARFGAP3	988	1251	1423	1313	1248	1137
ARFGEF1	1743	2744	2853	2434	2239	2645
ARFGEF1-DT	0	2	0	0	2	0
ARFGEF2	5700	7780	9239	11499	10639	13032
ARFGEF3	731	1001	1066	1531	1163	1386
ARFIP1	331	412	453	312	331	380
ARFIP2	548	865	800	724	562	523
ARFRP1	1219	1283	1674	2235	1662	1666
ARG2	677	850	852	420	329	302
ARGLU1	2845	2590	4050	982	902	902
ARHGAP1	1717	2264	2367	3088	2794	2901
ARHGAP10	889	1164	1519	1262	1033	1151
ARHGAP11A	239	425	420	160	103	217
ARHGAP11B	7	3	11	4	0	1
ARHGAP11B-DT	4	2	0	0	0	0
ARHGAP12	498	837	921	732	659	837
ARHGAP17	3488	4405	4948	4613	3619	3667
ARHGAP18	3974	5626	6050	4282	3718	3824
ARHGAP19	45	55	50	19	19	5
ARHGAP20	76	85	129	24	22	6
ARHGAP21	3006	3762	4331	6835	6478	6790
ARHGAP22	641	924	1036	1796	1773	1728
ARHGAP23	2986	3616	4167	4689	3415	4462
ARHGAP23P1	2	0	0	2	0	0
ARHGAP24	4817	6268	7119	3986	3567	4625
ARHGAP25	22	40	14	0	0	0
ARHGAP26	514	670	689	245	224	327
ARHGAP27	466	604	602	418	328	299
ARHGAP27P1-BPTFP1-KPNA2P3	14	9	15	7	13	11
ARHGAP28	911	1416	1483	958	644	1056
ARHGAP29	10204	14953	16708	16679	14166	15680
ARHGAP30	2	0	0	0	0	0
ARHGAP31	8159	9839	11405	7797	6371	8011
ARHGAP32	475	625	806	600	598	624
ARHGAP33	42	52	102	45	44	49
ARHGAP35	2642	3517	4020	2414	2204	2616
ARHGAP36	0	0	0	0	1	0
ARHGAP39	119	208	181	14	42	38
ARHGAP4	272	403	457	812	590	621
ARHGAP40	0	2	0	10	12	20
ARHGAP42	150	127	171	205	265	271
ARHGAP44	16	30	40	4	0	0
ARHGAP45	48	68	78	202	142	161
ARHGAP5	791	1328	1396	1208	1040	1428
ARHGAP6	14	26	18	136	100	84
ARHGAP9	6	0	4	24	20	38
ARHGDIA	8392	11510	11945	14806	11384	11836
ARHGDIB	7816	9869	11016	11164	9303	10003
ARHGDIG	26	15	21	249	149	188
ARHGEF1	1869	2651	2865	2567	1930	2342
ARHGEF10	9	21	26	11	5	13
ARHGEF10L	157	231	266	21	6	21
ARHGEF11	1772	2184	2461	2351	2125	2265
ARHGEF12	7654	10650	11633	10824	9439	11664
ARHGEF15	1242	1693	1663	1527	1211	1432
ARHGEF16	16	10	16	14	8	2
ARHGEF17	2637	3448	3721	1733	1507	1497
ARHGEF17-AS1	9	7	2	4	2	7
ARHGEF18	706	1087	1052	1026	856	801
ARHGEF19	54	63	94	38	62	58
ARHGEF2	3505	4377	4799	4815	4009	4099
ARHGEF25	57	64	69	134	144	211
ARHGEF26	110	74	128	62	78	94
ARHGEF28	3289	3844	4704	5573	4394	5258
ARHGEF3	638	875	1040	1504	1235	1312
ARHGEF33	12	0	4	2	0	8
ARHGEF35	0	2	0	0	10	4
ARHGEF37	145	118	213	79	94	90
ARHGEF38	0	0	1	0	0	0
ARHGEF39	24	30	30	20	8	12
ARHGEF40	188	258	215	480	366	464
ARHGEF5	14	16	32	0	0	16
ARHGEF6	265	324	377	282	272	358
ARHGEF7	4419	4725	6042	2447	2242	2656
ARHGEF9	121	174	169	102	112	125
ARID1A	4999	6267	6472	4558	3660	4613
ARID1B	3242	4416	4752	2857	2451	3128
ARID2	1240	1523	1683	1230	1117	1469
ARID3A	159	167	132	192	201	212
ARID3B	111	140	182	111	94	152
ARID4A	726	929	1092	875	833	991
ARID4B	1510	2144	2157	1857	1585	1690
ARID5A	277	351	275	391	257	269
ARID5B	138	186	188	164	128	118
ARIH1	1826	2402	2733	2312	1956	2334
ARIH2	1536	2076	2306	1466	1061	1308
ARIH2OS	4	2	12	0	2	6
ARK2N	195	322	431	310	314	308
ARL1	987	1443	1438	2336	2122	2264
ARL10	189	222	171	64	76	86
ARL11	6	4	2	2	0	0
ARL13B	164	225	270	166	162	153
ARL14EP	262	257	476	386	329	562
ARL14EPL	4	0	8	0	2	10
ARL14EPP1	0	0	0	0	0	1
ARL15	181	224	206	190	104	102
ARL16	203	198	192	209	146	228
ARL17A	110	88	138	48	29	16
ARL17B	13	28	8	2	6	1
ARL2	216	389	384	436	383	429
ARL2BP	1543	1986	2502	2257	1777	2252
ARL3	363	415	396	414	258	338
ARL4A	338	494	466	516	328	468
ARL4C	56	78	82	98	58	84
ARL4D	36	30	52	50	56	78
ARL5A	61	90	73	45	36	38
ARL5B	386	522	511	262	234	304
ARL6	46	40	58	52	56	66
ARL6IP1	285	385	370	195	184	169
ARL6IP4	2	0	3	1	1	0
ARL6IP5	3105	3332	3926	4065	2972	3717
ARL6IP6	483	512	631	664	533	652
ARL8A	1954	2450	2466	2837	2278	2307
ARL8B	743	1146	1231	991	633	779
ARL9	0	2	2	3	2	12
ARLN	282	316	390	264	264	220
ARMC1	562	689	672	660	506	620
ARMC10	487	602	655	649	565	705
ARMC12	18	6	4	4	7	2
ARMC2	82	112	98	48	70	55
ARMC5	301	313	372	393	307	327
ARMC6	508	776	755	824	606	705
ARMC7	62	98	74	72	50	50
ARMC8	898	1131	1362	1047	899	1197
ARMC9	742	1112	1090	1326	985	1237
ARMCX1	214	266	282	310	314	308
ARMCX2	622	738	814	1010	906	910
ARMCX3	188	284	306	302	332	342
ARMCX4	501	646	620	452	392	448
ARMCX5	101	167	168	110	106	157
ARMCX6	186	262	244	236	252	212
ARMH1	0	0	2	0	0	0
ARMH3	997	1207	1467	713	664	832
ARMH4	40	70	64	18	24	26
ARNT	1460	1993	2426	1984	1386	1747
ARNT2	0	0	12	0	12	15
ARPC1A	357	510	478	411	399	473
ARPC1B	40	104	83	89	78	72
ARPC2	10749	13090	15422	12574	10334	12943
ARPC3	7492	8872	10967	11655	10039	10478
ARPC4	213	262	209	143	146	125
ARPC5	1530	1828	1971	2100	2052	2005
ARPC5L	842	1080	1108	562	539	619
ARPIN	63	57	59	45	61	33
ARPP19	1034	1296	1371	1538	1394	1466
ARRB1	3367	4438	4500	6660	5586	5890
ARRB2	533	704	707	468	316	392
ARRDC1	158	230	266	175	221	222
ARRDC1-AS1	40	112	82	48	30	30
ARRDC2	88	103	96	206	163	173
ARRDC3	1010	1334	1422	963	980	962
ARRDC3-AS1	2	2	2	0	2	0
ARRDC4	12	10	4	0	0	4
ARRDC5	0	0	0	0	4	0
ARSA	300	437	363	640	535	727
ARSB	1064	1450	1672	958	791	749
ARSD	264	310	345	222	183	169
ARSG	55	57	81	58	26	56
ARSI	2	2	4	0	0	0
ARSJ	535	837	883	1171	1259	1279
ARSK	122	104	142	293	365	390
ARSL	99	166	174	189	166	288
ART3	0	0	0	0	0	12
ART4	77	76	72	111	74	101
ARTN	0	0	1	0	0	0
ARV1	150	158	137	147	104	123
ARVCF	508	811	926	398	423	330
ASAH1	200	290	256	428	374	424
ASAH2	2	6	6	0	0	0
ASAH2B	58	114	101	172	114	103
ASAP1	5383	6805	7609	9214	8441	8583
ASAP1-IT2	6	0	0	0	4	0
ASAP2	3889	4396	5220	4672	3984	4636
ASAP3	609	814	1004	1468	1206	1164
ASB1	198	188	208	106	184	166
ASB11	0	0	4	0	0	0
ASB13	46	44	64	48	32	52
ASB14	2	0	0	0	0	0
ASB16-AS1	63	61	53	13	61	20
ASB4	0	0	0	4	0	0
ASB6	213	374	301	262	251	202
ASB7	234	303	292	240	186	261
ASB8	270	302	328	346	361	278
ASB9	46	74	118	168	98	134
ASCC1	1361	1661	2184	1601	1436	1598
ASCC2	2137	2806	3098	3176	2298	2534
ASCC3	5764	8177	9058	9794	9105	9393
ASF1A	562	717	768	334	356	406
ASF1B	134	229	286	88	50	62
ASGR1	122	166	203	58	118	84
ASH1L	2283	3049	3265	2454	2172	2423
ASH1L-AS1	22	17	34	0	9	14
ASH2L	1631	2082	2374	1687	1427	1632
ASIC1	8	4	22	4	4	14
ASIC2	0	6	0	0	0	0
ASIC3	2	8	8	28	6	14
ASL	712	1003	1189	2050	1661	2067
ASMER1	0	2	1	0	0	0
ASNS	2	0	2	2	2	0
ASNSD1	260	390	388	287	213	332
ASPG	0	0	0	0	0	2
ASPH	2908	3821	4446	5165	4624	4918
ASPHD1	0	0	0	36	24	30
ASPHD2	128	132	172	108	122	138
ASPM	3557	6522	6905	2930	2252	2595
ASPN	0	0	0	0	4	0
ASPNAT	0	12	2	0	0	0
ASPSCR1	259	336	403	352	297	304
ASRGL1	380	437	663	452	391	531
ASS1	164	224	264	213	164	200
ASTE1	106	96	118	100	96	95
ASTN1	2	0	0	0	0	4
ASTN2	50	82	56	204	148	114
ASXL1	5995	7137	8220	6611	5226	6493
ASXL2	1311	1859	1918	1394	1402	1502
ASXL3	54	62	54	6	24	30
ATAD1	420	573	726	774	630	781
ATAD2	911	1347	1583	715	722	672
ATAD2B	544	729	801	642	572	619
ATAD3A	2169	2849	3108	2849	2357	2908
ATAD3B	925	1238	1536	843	632	844
ATAD3C	0	0	0	11	6	0
ATAD5	147	257	245	92	92	81
ATAT1	370	446	595	292	245	271
ATCAY	4	0	0	0	0	0
ATE1	555	668	773	614	522	596
ATF1	251	298	327	222	174	242
ATF2	1051	1556	1624	1400	1259	1287
ATF3	16	33	44	54	68	96
ATF4	4084	5074	5680	3278	2714	3658
ATF5	238	255	249	445	450	426
ATF6	4784	5475	6413	4542	3657	4535
ATF6-DT	6	6	8	2	2	10
ATF6B	1303	1785	1873	943	852	945
ATF7	273	307	362	201	213	187
ATF7-AS1	2	0	0	0	6	1
ATF7IP	3272	3976	4924	4677	3695	4826
ATF7IP2	93	161	168	54	56	36
ATG10	117	155	264	149	135	125
ATG101	616	782	772	1104	862	1010
ATG12	372	434	565	493	499	536
ATG13	1830	2411	2598	2485	2004	2352
ATG14	290	359	358	183	161	132
ATG16L1	1030	1174	1496	1282	1067	1187
ATG16L2	168	149	200	158	152	213
ATG2A	1117	1336	1403	1881	1380	1546
ATG2B	1123	1601	1707	1470	1418	1388
ATG3	1941	2376	2978	1808	1659	1658
ATG4A	818	1073	1268	1593	1262	1757
ATG4B	1402	1669	1836	2174	1674	1956
ATG4C	166	284	260	325	220	318
ATG4D	228	167	195	316	190	260
ATG5	433	665	624	570	563	603
ATG7	1061	1293	1526	1131	845	1020
ATG9A	1096	1543	1622	2676	1946	1866
ATG9B	0	6	5	20	8	0
ATIC	2697	3872	4009	3391	2508	3124
ATL1	38	36	36	166	222	223
ATL2	350	543	563	520	456	503
ATL3	2256	3183	3284	7296	6168	6200
ATM	2222	3281	3416	5270	4380	5399
ATMIN	637	844	1027	1010	826	1140
ATN1	3667	4972	5116	6029	5112	6144
ATOH7	0	0	4	0	0	0
ATOH8	41	35	71	129	114	90
ATOSA	567	840	903	715	623	624
ATOSB	411	600	638	722	648	674
ATOX1	761	1060	1154	1425	1345	1216
ATP10D	707	794	1076	1431	1206	1459
ATP11A	3418	4042	4530	3383	2981	3153
ATP11B	1405	2195	2280	1492	1563	1859
ATP11C	1449	2031	2162	1585	1597	1749
ATP12A	0	0	0	2	0	0
ATP13A1	1381	1704	1900	2760	2115	2259
ATP13A2	2095	2875	3109	3368	2841	2791
ATP13A3	2315	3373	3428	2746	2683	2773
ATP13A4	5	6	12	8	4	2
ATP1A1	23830	29492	33941	25265	20506	24524
ATP1A1-AS1	34	58	26	28	18	13
ATP1A3	0	0	0	0	6	0
ATP1B1	670	804	924	740	678	746
ATP1B2	0	4	0	0	6	0
ATP1B3	3967	4688	5237	3959	3118	3914
ATP23	81	56	80	48	26	47
ATP2A1	9	40	30	5	46	10
ATP2A1-AS1	26	42	18	42	32	20
ATP2A2	22985	28414	35511	27865	25019	30406
ATP2A3	0	10	14	152	74	99
ATP2B1	606	934	910	485	580	602
ATP2B2	0	0	0	0	2	0
ATP2B3	0	2	8	0	0	2
ATP2B4	10009	11221	13617	11685	9418	11830
ATP2C1	5255	6188	7841	6526	6104	6977
ATP2C2	0	4	0	0	8	2
ATP2C2-AS1	2	9	10	4	7	6
ATP5F1A	11197	14347	17146	11373	10072	10376
ATP5F1AP3	4	0	0	0	0	0
ATP5F1B	20767	28288	30967	32165	26345	27575
ATP5F1C	4334	4516	5551	4101	3380	3796
ATP5F1CP1	0	0	2	0	0	0
ATP5F1D	774	760	906	906	770	1008
ATP5F1E	6271	7703	8546	10886	10748	11166
ATP5IF1	1116	1284	1322	1392	1360	1384
ATP5MC1	1149	1619	1839	708	583	956
ATP5MC2	2721	3891	3781	3507	2882	3182
ATP5MC3	1718	2316	2329	1996	1488	1830
ATP5ME	3366	4114	4127	4361	3751	4051
ATP5MF	861	1203	1171	1374	1165	1102
ATP5MF-PTCD1	0	0	2	0	1	0
ATP5MG	702	874	1005	952	748	889
ATP5MGL	6	2	6	8	8	4
ATP5MJ	1233	1534	1585	1362	1105	1346
ATP5MK	827	1034	1162	1508	1008	1160
ATP5PB	1767	2234	2411	1770	1573	1824
ATP5PD	1980	2606	3389	3198	2632	2972
ATP5PF	673	903	903	924	630	703
ATP5PO	1029	1184	1481	1320	1124	1232
ATP6AP1	4457	5380	5901	9215	7220	8556
ATP6AP1-DT	0	0	0	0	6	0
ATP6AP2	3428	4181	4987	7346	5988	7917
ATP6V0A1	651	1054	1031	1950	1468	1808
ATP6V0A2	1298	1558	1906	1516	1439	1585
ATP6V0A4	2	10	4	104	94	86
ATP6V0B	1310	1662	1733	1858	1452	1686
ATP6V0C	0	2	0	1	0	1
ATP6V0CP4	2	2	2	0	0	0
ATP6V0D1	2196	2762	3227	4786	3595	3918
ATP6V0D1-DT	2	0	2	2	2	2
ATP6V0D2	0	0	0	8	14	16
ATP6V0E1	1997	2455	2693	3380	2658	3524
ATP6V0E2	144	190	158	222	217	244
ATP6V0E2-AS1	0	2	4	0	2	0
ATP6V1A	1622	2448	2513	2004	1415	1752
ATP6V1B1-AS1	2	0	0	0	0	0
ATP6V1B2	2669	3371	3880	3540	3149	3838
ATP6V1C1	930	1296	1213	1268	1160	1346
ATP6V1C2	9	4	2	10	2	6
ATP6V1D	1291	1629	1816	3076	2391	2786
ATP6V1E1	2041	2664	2956	3092	2686	2847
ATP6V1E2	2	4	10	2	7	22
ATP6V1F	546	758	774	1082	946	1137
ATP6V1G1	631	837	798	800	518	752
ATP6V1G2	5	4	3	4	1	0
ATP6V1H	957	1133	1379	1310	1128	1159
ATP7A	552	884	974	595	461	595
ATP7B	630	816	929	506	345	410
ATP8A1	96	107	148	16	12	30
ATP8A2	2	4	6	0	0	0
ATP8B1	4520	5902	6566	5580	5316	5634
ATP8B1-AS1	6	4	13	12	9	16
ATP8B2	3321	3973	4746	7973	6321	7426
ATP8B3	91	86	115	192	214	243
ATP8B4	0	0	0	0	0	2
ATP9A	2728	3135	3521	2937	2595	2678
ATP9B	991	985	1048	1800	1252	1561
ATPAF1	350	329	446	318	233	240
ATPAF2	401	491	452	531	352	332
ATPSCKMT	170	258	299	157	98	149
ATR	617	1034	1133	854	781	923
ATRAID	1630	2194	2453	2916	2510	3062
ATRIP-TREX1	317	399	377	278	185	238
ATRN	2798	3415	3789	3963	3419	4428
ATRNL1	0	4	0	0	0	0
ATRX	3675	5613	6001	6000	5426	5895
ATXN1	584	744	767	993	796	831
ATXN10	2841	3535	4508	3289	2632	3149
ATXN1L	680	746	753	515	536	575
ATXN2	3903	4711	5444	4203	3844	3857
ATXN2-AS	0	1	0	0	0	1
ATXN2L	4978	6537	6956	7267	5707	6839
ATXN3	475	666	707	408	393	383
ATXN7	876	1057	1328	679	637	810
ATXN7L1	299	264	348	269	259	222
ATXN7L2	59	60	80	52	40	23
ATXN7L3	1144	1414	1388	1012	949	847
ATXN7L3-AS1	0	0	2	0	0	3
ATXN7L3B	471	660	680	360	316	382
AUH	182	235	274	171	206	127
AUNIP	70	86	92	22	13	18
AUP1	2722	3767	3786	4174	3369	3459
AURKA	1995	2866	2855	1232	1089	1144
AURKAIP1	474	748	746	684	670	635
AURKB	427	576	666	206	145	140
AURKC	11	25	31	24	36	42
AUTS2	286	390	415	0	6	6
AVEN	455	672	721	1186	1108	1186
AVIL	10	6	30	13	17	24
AVL9	646	773	970	863	658	775
AVPI1	4	14	18	42	12	40
AVPR2	0	2	0	0	0	0
AWAT2	0	0	12	0	0	0
AXDND1	1	8	3	24	20	37
AXIN1	799	1028	1034	1167	1062	1081
AXIN2	147	141	224	54	74	53
AXL	7792	10380	11156	12828	9887	11695
AZGP1	0	0	2	0	0	0
AZI2	339	563	662	505	429	446
AZIN1	1055	1713	1687	2048	1872	1922
AZIN2	16	8	18	74	74	72
B2M	9942	11758	13505	22693	18416	21295
B3GALNT1	314	400	403	554	420	406
B3GALNT2	1127	1403	1537	1161	1052	1032
B3GALT1	0	2	0	2	2	2
B3GALT2	0	0	0	0	0	4
B3GALT4	6	11	0	54	60	84
B3GALT5	0	0	0	0	0	4
B3GALT6	72	75	58	54	68	86
B3GALT9	2	5	2	2	0	0
B3GAT2	1	0	0	0	0	4
B3GAT3	275	383	341	720	566	570
B3GLCT	525	796	754	536	550	573
B3GNT2	253	316	365	500	466	525
B3GNT4	9	0	8	2	0	5
B3GNT5	272	406	425	334	362	462
B3GNT7	4	8	0	0	4	2
B3GNT8	100	176	137	163	193	169
B3GNT9	0	6	8	56	76	50
B4GALNT1	0	10	10	500	448	556
B4GALNT3	0	0	0	0	0	2
B4GALNT4	366	453	380	98	118	158
B4GALT1	2038	2759	3027	2686	2424	2555
B4GALT1-AS1	1	0	0	0	0	0
B4GALT2	1518	2007	1828	2338	1820	2176
B4GALT3	1089	1497	1666	1211	941	1139
B4GALT4	41	87	66	108	105	132
B4GALT5	2028	2585	2862	2003	1861	2085
B4GALT6	416	623	563	930	876	852
B4GALT7	533	564	671	738	553	644
B4GAT1	138	118	184	78	130	144
B4GAT1-DT	8	4	10	0	0	9
B9D1	386	429	598	606	423	430
B9D2	60	91	77	74	78	59
BAALC	6	14	10	21	26	48
BAAT	0	0	2	0	0	0
BABAM1	224	304	329	352	267	294
BABAM2	742	933	1129	984	763	860
BABAM2-AS2	0	0	0	0	0	4
BACC1	2	1	0	0	0	0
BACE1	580	732	797	1482	1292	1224
BACE1-AS	51	52	82	54	53	59
BACE2	3890	4525	4827	4819	4121	5072
BACH2	42	86	40	2	6	12
BAD	182	263	210	394	342	344
BAG1	954	1265	1482	677	602	773
BAG2	12	60	43	62	54	98
BAG3	5043	6263	7084	6238	4890	6041
BAG4	453	555	616	590	560	643
BAG5	768	871	962	770	652	756
BAG6	5960	8454	8748	6403	5440	4945
BAHCC1	302	328	384	176	158	178
BAHD1	392	523	500	338	340	434
BAIAP2	374	501	464	126	92	114
BAIAP2-DT	150	150	186	82	132	144
BAIAP2L1	38	28	16	59	86	66
BAIAP2L2	2	14	0	0	0	2
BAIAP3	6	23	18	36	12	4
BAK1	268	344	307	462	415	349
BAMBI	70	84	122	20	20	36
BANF1	3155	4071	4710	3762	3218	3764
BANK1	10	12	10	0	2	0
BANP	395	712	567	848	571	672
BAP1	1926	2757	2709	1879	1568	1697
BARD1	281	380	442	266	219	212
BARX2	0	0	0	0	2	0
BASP1	918	1320	1258	580	650	689
BATF2	4	8	8	76	84	68
BATF3	4	4	6	16	0	32
BAX	841	1268	1139	1498	1358	1404
BAZ1A	2203	3477	3584	2980	2729	2996
BAZ1A-AS1	8	12	18	10	13	20
BAZ1B	4263	5634	6354	5712	5121	5341
BAZ2A	6322	8548	9019	8643	7677	7577
BAZ2B	2266	3299	3362	2712	2507	2986
BAZ2B-AS1	2	6	4	0	2	0
BBC3	86	110	114	72	111	108
BBIP1	253	330	368	424	306	366
BBLN	46	90	74	44	44	30
BBOF1	44	36	28	51	20	43
BBOX1	0	0	6	10	4	0
BBS1	20	12	18	2	14	10
BBS10	145	230	268	194	210	226
BBS12	66	80	110	44	82	94
BBS2	616	822	937	963	921	882
BBS4	435	596	604	789	712	672
BBS5	28	30	27	33	24	23
BBS7	478	673	839	1087	1009	902
BBS9	559	848	1073	1235	917	1062
BBX	1161	1824	1886	1116	1104	1434
BCAM	602	706	728	404	332	451
BCAN	4	4	0	18	24	2
BCAN-AS2	10	14	5	2	8	0
BCAP29	17	6	17	7	7	13
BCAP31	4198	5698	6036	6102	5217	5227
BCAR1	2903	3846	3498	2742	2582	2336
BCAR3	1662	2167	2579	2965	2492	2514
BCAS2	630	1057	995	861	689	784
BCAS3	660	830	1001	728	603	832
BCAS4	6	10	12	32	30	36
BCAT1	4767	7292	7478	9765	8234	9112
BCAT2	822	1149	1105	1715	1394	1376
BCCIP	1241	1756	1961	1194	924	1274
BCDIN3D	26	34	44	36	46	50
BCDIN3D-AS1	0	0	6	0	0	2
BCHE	30	30	45	2	16	12
BCKDHA	10	11	7	13	12	11
BCKDHB	552	568	666	425	336	425
BCKDK	2063	2659	2876	3416	2724	3238
BCL10	1734	2350	2554	1759	1439	1556
BCL11A	18	13	12	2	0	0
BCL11B	2	2	4	0	0	4
BCL2	6	28	20	6	14	4
BCL2A1	22	14	4	66	68	90
BCL2L1	764	1090	974	1872	1693	1491
BCL2L10	0	4	0	2	4	0
BCL2L11	118	148	142	45	59	70
BCL2L12	445	727	725	622	497	422
BCL2L12P1	0	0	0	0	0	4
BCL2L13	1075	1335	1457	1434	1090	1405
BCL2L15	0	0	6	2	0	4
BCL2L2	114	121	119	83	74	61
BCL2L2-PABPN1	10	16	27	2	6	1
BCL3	161	206	165	487	304	415
BCL6	286	414	438	262	232	202
BCL6B	3342	4781	4570	5174	3870	4444
BCL7A	300	347	400	296	188	192
BCL7B	686	897	842	706	631	765
BCL7C	346	626	490	572	429	453
BCL9	755	866	1016	316	238	340
BCL9L	1198	1578	1538	1442	1267	1274
BCLAF1	1596	2513	2621	1699	1540	1756
BCLAF1P2	2	12	2	4	0	4
BCLAF3	107	159	198	204	184	181
BCO1	2	4	3	0	0	0
BCO2	16	4	11	20	16	6
BCOR	1728	2243	2533	3795	3510	3566
BCORL1	783	1154	1197	589	450	579
BCR	9897	13267	13648	15302	12434	14838
BCRP2	0	8	4	0	0	0
BCRP4	0	10	2	0	0	4
BCRP8	0	0	4	0	0	0
BCS1L	780	1023	1240	1166	817	893
BCYRN1	10	41	32	56	42	49
BDH1	50	60	52	20	2	6
BDH2	387	500	606	407	442	322
BDKRB2	2	0	0	0	0	0
BDNF	52	54	86	614	463	546
BDNF-AS	1	0	0	6	0	10
BDP1	1529	2295	2575	2460	2228	2506
BEAN1	0	0	2	0	0	2
BECN1	1402	1719	2009	1588	1383	1499
BEGAIN	8	2	4	0	4	0
BEND3	84	131	186	68	54	58
BEND4	2	0	0	0	0	0
